,word,link,sentence,synonyms,synset
2154,liberate,sign/liberate/3792/1,,"['DELIVERANCE (as in ""action of being rescued or set free"")', 'FREE (as in ""cost nothing or independent"")', 'FREEDOM', 'INDEPENDENCE', 'INDEPENDENT', 'LEFT WING (as in ""liberal"")', 'LIBERAL (as in ""political belief"")', 'LIBERTY', 'REDEEM (as in ""to rescue or deliver"")', 'REDEMPTION', 'RESCUE', 'SAFE (as in ""not harmed"")', 'SAFETY', 'SALVATION', 'SAVE (as in ""rescue"")', 'SECURE']",
2155,liberty,sign/liberty/3793/1,,"['DELIVERANCE (as in ""action of being rescued or set free"")', 'FREE (as in ""cost nothing or independent"")', 'FREEDOM', 'INDEPENDENCE', 'INDEPENDENT', 'LEFT WING (as in ""liberal"")', 'LIBERAL (as in ""political belief"")', 'LIBERATE', 'REDEEM (as in ""to rescue or deliver"")', 'REDEMPTION', 'RESCUE', 'SAFE (as in ""not harmed"")', 'SAFETY', 'SALVATION', 'SAVE (as in ""rescue"")', 'SECURE']",
2156,libra,sign/libra/12939/1,,[],
2157,librarian,sign/librarian/7986/1,Please give the book to the librarian.,[],Synset('librarian.n.01')
2158,librarian,sign/librarian/7986/1,Linda Bove is a deaf actress. She played the role of Linda the librarian on Sesame Street for 31 years.,[],Synset('librarian.n.01')
2159,librarian,sign/librarian/7986/1,"I love books, so growing up I always wanted to become a librarian.",[],Synset('librarian.n.01')
2160,librarian,sign/librarian/7986/1,I’m afraid to go to the library because the librarian is a grouch.,[],Synset('librarian.n.01')
2161,librarian,sign/librarian/7986/1,Alice Hagemeyer was a deaf librarian and active leader that established Deaf Awareness Week and Deaf History Month.,[],Synset('librarian.n.01')
2162,librarian,sign/librarian/7986/1,I am a librarian.,[],Synset('librarian.n.01')
2163,library,sign/library/241/1,I go to the library about 3 days a week.,[],Synset('library.n.05')
2164,library,sign/library/241/1,My library has ASL story time every month.,[],Synset('library.n.05')
2165,library,sign/library/241/1,I’m afraid to go to the library because the librarian is a grouch.,[],Synset('library.n.05')
2166,library,sign/library/241/1,I am taking a class at my local library.,[],Synset('library.n.05')
2167,library,sign/library/241/1,The library is open 8 AM to 8 PM.,[],Synset('library.n.05')
2168,library,sign/library/241/1,The library is closed on Sundays.,[],Synset('library.n.05')
2169,library,sign/library/241/1,What time does the library open?,[],Synset('library.n.05')
2170,library,sign/library/241/1,The library opens at 8 AM.,[],Synset('library.n.05')
2171,library,sign/library/241/1,When does the library close?,[],Synset('library.n.05')
2172,library,sign/library/241/1,The library closes at 8 PM.,[],Synset('library.n.05')
2173,library,sign/library/241/1,What services does the library have?,[],Synset('library.n.05')
2174,library,sign/library/241/1,The library offers a class.,[],Synset('library.n.05')
2175,library,sign/library/241/1,The library has internet.,[],Synset('library.n.05')
2176,library,sign/library/241/1,Does the library offer internet?,[],Synset('library.n.05')
2177,library,sign/library/241/1,What is the library's internet password?,[],Synset('library.n.05')
2178,library,sign/library/241/1,Does the library offer help with your homework?,[],Synset('library.n.05')
2179,library,sign/library/241/1,The library offers help with your homework.,[],Synset('library.n.05')
2180,library,sign/library/241/1,Does the library offer eBooks?,[],Synset('library.n.05')
2181,library,sign/library/241/1,Does the library offer digital music?,[],Synset('library.n.05')
2182,library,sign/library/241/1,Do you offer music on CD?,[],Synset('library.n.05')
2183,library,sign/library/241/1,Do you offer movies on DVD?,[],Synset('library.n.05')
2184,library,sign/library/241/1,We have different library events.,[],Synset('library.n.05')
2185,library,sign/library/241/1,Welcome to the library!,[],Synset('library.n.05')
2186,library+card,sign/library+card/14576/1,Do you have a library card?,[],
2187,library+card,sign/library+card/14576/1,Do you need a library card?,[],
2188,library+card,sign/library+card/14576/1,What can I access with my library card?,[],
2189,library+website,sign/library+website/14589/1,You can search for resources on the library website.,[],
2190,lice,sign/lice/14128/1,How do you remove lice from hair?,[],Synset('worm.n.02')
2191,license,sign/license/1710/1,,"[""DRIVER'S LICENSE""]",
2192,license+plate,sign/license+plate/5716/1,,[],
2193,lick,sign/lick/9788/1,,[],
2194,lick,sign/lick/5993/1,,[],
2195,lick,sign/lick/9775/1,,"['LOLLIPOP', 'PACIFIER', 'POPSICLE', 'SUCKER (as in ""a lollipop"")']",
2196,lick,sign/lick/9774/1,,"['ICE CREAM', 'ICE CREAM CONE']",
2197,lid,sign/lid/1711/1,,"['COVER (as in ""a cover for an object"")']",
2198,lie,sign/lie/5186/1,,"['LAY', 'LAY DOWN', 'LIE DOWN']",
2199,lie,sign/lie/14316/1,Cut the bull. You always lie.,"['BETRAY (as in ""betray me"")', 'BETRAY (as in ""to betray someone"")', 'DECEIVE', 'DEFRAUD', 'FALSEHOOD', 'FIB', 'UNTRUTH']",Synset('lie_down.v.01')
2200,lie+down,sign/lie+down/6873/1,,"['LAY', 'LAY DOWN', 'LIE (as in ""lie down"")']",
2201,liechtenstein,sign/liechtenstein/11667/1,,[],
2202,life,sign/life/3795/1,"Matt Hamill is a Deaf wrestler. He won three NCAA National Championships, a silver and gold medal in the Deaflympics, and there is a movie about his life called “The Hammer.”","['ALIVE', 'DWELL (as in ""live or reside"")', 'EXIST (as in ""to be alive"")', 'LIVE', 'REJUVENATE', 'RESIDE', 'RESIDENCE', 'RESIDENT', 'REVIVE', 'SURVIVAL', 'SURVIVE', 'SURVIVOR (as in ""a person who survives"")']",Synset('liveliness.n.02')
2203,life,sign/life/3795/1,CJ Jones is a famous Deaf actor and comedian. He says “Anything is possible. Success has nothing to do with being deaf or black or any disability. It has to do with your passion to do greater things in life!”,"['ALIVE', 'DWELL (as in ""live or reside"")', 'EXIST (as in ""to be alive"")', 'LIVE', 'REJUVENATE', 'RESIDE', 'RESIDENCE', 'RESIDENT', 'REVIVE', 'SURVIVAL', 'SURVIVE', 'SURVIVOR (as in ""a person who survives"")']",Synset('liveliness.n.02')
2204,life,sign/life/13525/1,,[],
2205,life+jacket,sign/life+jacket/6872/1,,[],
2206,lifeguard,sign/lifeguard/6934/1,LeRoy Colombo was the first Deaf lifeguard. He saved 907 people.,[],Synset('lifeguard.n.01')
2207,lift,sign/lift/3796/1,,"['RAISE (as in ""lift or move higher"")', 'RISE (as in ""lift or move higher"")']",
2208,light,sign/light/5590/1,"All of a sudden there was a large flash of light as the thunderstorm grew 






If the bedroom is light I can't sleep.","['BRIGHT (as in ""light"")', 'CLARIFY', 'CLEAR', 'CLEARLY', 'DAYLIGHT', 'EXPLICABLE', 'LUMINOUS', 'OBVIOUS', 'RADIANT']",Synset('light.s.24')
2209,light,sign/light/8805/1,,[],
2210,light,sign/light/1717/1,,"['UPLIFT (as in ""an uplifting feeling"")']",
2211,light,sign/light/1716/1,,"['SUNBEAM', 'SUNLIGHT', 'SUNNY', 'SUNRAY', 'SUNSHINE']",
2212,light,sign/light/1715/1,Will you please turn on the light?,[],Synset('light.n.02')
2213,light,sign/light/11410/1,,"['LIGHT OF THE MOON', 'MOONLIGHT']",
2214,light+blue,sign/light+blue/14374/1,My favorite hat is light blue.,"['BLUE (as in ""the color"")']",
2215,light+gray,sign/light+gray/14372/1,My new car is light gray.,"['GRAY (as in ""the color"")']",
2216,light+green,sign/light+green/14363/1,My new car is light green.,"['GREEN (as in ""the color"")']",
2217,light+of+the+moon,sign/light+of+the+moon/10865/1,,"['LIGHT (as in ""moonlight"")', 'MOONLIGHT']",
2218,light+purple,sign/light+purple/14376/1,My favorite color is light purple.,"['PURPLE (as in ""the color"")']",
2219,light+rain,sign/light+rain/11934/1,,"['DRIZZLE (as in ""light rain"")', 'RAIN (as in ""raining lightly"")', 'SPRINKLE (as in ""light rain"")']",
2220,light+yellow,sign/light+yellow/14366/1,My lucky socks are light yellow.,"['YELLOW (as in ""the color"")']",
2221,lightbulb,sign/lightbulb/5445/1,,"['BULB (as in ""light bulb"")']",
2222,lighter,sign/lighter/1718/1,,[],
2223,lighthouse,sign/lighthouse/5649/1,We visited a lighthouse on our vacation last week.,[],Synset('beacon.n.03')
2224,lighthouse+beacon,sign/lighthouse+beacon/8506/1,,['LIGHTHOUSE LIGHT'],
2225,lighthouse+light,sign/lighthouse+light/8505/1,"There is a beautiful lighthouse in Holland, Michigan.",['LIGHTHOUSE BEACON'],
2226,lighting+candles,sign/lighting+candles/12507/1,,['BENTSH LICHT'],
2227,lightning,sign/lightning/3797/1,Forty‑eight people died from lightning in 2006.,"['BOLT (as in ""lightning bolt"")', 'LIGHTNING BOLT']",Synset('lightning.n.02')
2228,lightning,sign/lightning/3797/1,My dog is afraid of thunder and lightning.,"['BOLT (as in ""lightning bolt"")', 'LIGHTNING BOLT']",Synset('lightning.n.02')
2229,lightning,sign/lightning/3797/1,Today's weather forecast is lightning.,"['BOLT (as in ""lightning bolt"")', 'LIGHTNING BOLT']",Synset('lightning.n.02')
2230,lightning+bolt,sign/lightning+bolt/9624/1,,"['BOLT (as in ""lightning bolt"")', 'LIGHTNING']",
2231,lightning+bug,sign/lightning+bug/5306/1,,[],
2232,lightning+storm,sign/lightning+storm/9626/1,,[],
2233,lights+off,sign/lights+off/12423/1,,"['TURN OFF (as in ""a light"")']",
2234,lights+on,sign/lights+on/12426/1,,"['TURN ON (as in ""a light"")']",
2235,like,sign/like/4286/1,,"['ADMIRE', 'CRAZY (as in ""admire or crazy for"")', 'LOVE (as in ""crazy about"")', 'LOVE IT', 'NUTS (as in ""admire or nuts about"")', 'PASSIONATE (as in ""about something"")']",
2236,like,sign/like/3798/1,,"['ALIKE', 'ALSO (as in ""too or similar"")', 'AS WELL', 'IDENTICAL', 'SAME', 'SAME AS', 'SIMILAR', 'TOO']",
2237,like,sign/like/242/1,I like to ice skate on our pond.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2238,like,sign/like/242/1,I like to be active and not sit and watch TV all day.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2239,like,sign/like/242/1,Do you like to watch baseball?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2240,like,sign/like/242/1,I like to eat cheese on my broccoli.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2241,like,sign/like/242/1,I like to watch college football games.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2242,like,sign/like/242/1,Do you like Arby’s or Wendy’s french fries better?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2243,like,sign/like/242/1,I like to learn about a building's history.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2244,like,sign/like/242/1,I like to play the drums as loudly as I can.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2245,like,sign/like/242/1,Do you like chocolate ice cream?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2246,like,sign/like/242/1,I like bacon and eggs for breakfast.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2247,like,sign/like/242/1,The kids like to eat crackers and cheese.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2248,like,sign/like/242/1,My cat likes to chase frogs.,"['FOND (as in ""admire or fond of"")']",Synset('like.a.01')
2249,like,sign/like/242/1,My grandma likes to hug everybody.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2250,like,sign/like/242/1,"I like to watch the movie ""Elf"" on Christmas Eve.","['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2251,like,sign/like/242/1,I like brown sugar on my sweet potato.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2252,like,sign/like/242/1,I like to cuddle up with my cat.,"['FOND (as in ""admire or fond of"")']",Synset('like.a.01')
2253,like,sign/like/242/1,I am taking the class for fun. I like to learn new languages.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2254,like,sign/like/242/1,"I like to go to Target, Macy's and Best Buy.","['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2255,like,sign/like/242/1,I like to golf and play hockey.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2256,like,sign/like/242/1,I like to watch college football.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2257,like,sign/like/242/1,I like to relax at home.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2258,like,sign/like/242/1,I like going to the movies.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2259,like,sign/like/242/1,I like to surprise my better half by bringing him breakfast in bed on Valentine's Day,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2260,like,sign/like/242/1,I like books.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2261,like,sign/like/242/1,Do you like books?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2262,like,sign/like/242/1,I like trees.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2263,like,sign/like/242/1,Do you like trees?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2264,like,sign/like/242/1,I like ice cream.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2265,like,sign/like/242/1,Do you like ice cream?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2266,like,sign/like/242/1,I like telephones.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2267,like,sign/like/242/1,Do you like telephones?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2268,like,sign/like/242/1,I like to drink.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2269,like,sign/like/242/1,Do you like to drink?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2270,like,sign/like/242/1,I like to eat.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2271,like,sign/like/242/1,Do you like to eat?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2272,like,sign/like/242/1,I like airplanes.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2273,like,sign/like/242/1,Do you like airplanes?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2274,like,sign/like/242/1,I like cars.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2275,like,sign/like/242/1,Do you like cars?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2276,like,sign/like/242/1,I like motorcycles.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2277,like,sign/like/242/1,Do you like motorcycles?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2278,like,sign/like/242/1,I like bicycles.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2279,like,sign/like/242/1,Do you like bicycles?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2280,like,sign/like/242/1,I like to walk.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2281,like,sign/like/242/1,Do you like to walk?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2282,like,sign/like/242/1,I like babies.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2283,like,sign/like/242/1,Do you like babies?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2284,like,sign/like/242/1,I like balls.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2285,like,sign/like/242/1,Do you like balls?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2286,like,sign/like/242/1,I like milk.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2287,like,sign/like/242/1,Do you like milk?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2288,like,sign/like/242/1,I like pencils.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2289,like,sign/like/242/1,Do you like pencils?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2290,like,sign/like/242/1,I like to write.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2291,like,sign/like/242/1,Do you like to write?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2292,like,sign/like/242/1,I like typing.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2293,like,sign/like/242/1,Do you like typing?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2294,like,sign/like/242/1,I like playing the piano.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2295,like,sign/like/242/1,You and me like ice cream.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2296,like,sign/like/242/1,I like you.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2297,like,sign/like/242/1,"Yes, I like books.","['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2298,like,sign/like/242/1,"My friend, Sammy, likes motorcycles.","['FOND (as in ""admire or fond of"")']",Synset('alike.a.01')
2299,like,sign/like/242/1,My grandfather John likes chicken.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2300,like,sign/like/242/1,My grandmother Annie likes apples.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2301,like,sign/like/242/1,My uncle Roger likes milk.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2302,like,sign/like/242/1,My best friend Susan likes to eat eggs.,"['FOND (as in ""admire or fond of"")']",Synset('alike.a.01')
2303,like,sign/like/242/1,My good friend Zack likes soup.,"['FOND (as in ""admire or fond of"")']",Synset('alike.a.01')
2304,like,sign/like/242/1,My boyfriend Ralph likes cheeseburgers.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2305,like,sign/like/242/1,Which do you like hot dogs or hamburgers?,"['FOND (as in ""admire or fond of"")']",Synset('like.n.01')
2306,like,sign/like/242/1,Which do you like coffee or tea?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2307,like,sign/like/242/1,Which do you like apples or oranges?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2308,like,sign/like/242/1,Which do you like ice cream or candy?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2309,like,sign/like/242/1,Which do you like soup or sandwiches?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2310,like,sign/like/242/1,Which do you like pizza or french fries?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2311,like,sign/like/242/1,Which do you like cookies or pie?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2312,like,sign/like/242/1,Which do you like chicken or fish?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2313,like,sign/like/242/1,Which do you like grapes or bananas?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2314,like,sign/like/242/1,Which do you like soft drinks or water?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2315,like,sign/like/242/1,Which do you like eggs or cheese?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2316,like,sign/like/242/1,Which do you like corn on the cob or salad?,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2317,like,sign/like/242/1,"Jeff likes to eat deer, squirrels and rabbits.","['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2318,like,sign/like/242/1,"Dale likes to eat fish, chicken and pigs.","['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2319,like,sign/like/242/1,Chad likes to play soccer and tennis.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2320,like,sign/like/242/1,I like trees. I love pine trees.,"['FOND (as in ""admire or fond of"")']",Synset('like.v.02')
2321,like,sign/like/242/1,I like baseball bats.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2322,like,sign/like/242/1,I like lions.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2323,like,sign/like/242/1,I like squirrels.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2324,like,sign/like/242/1,I like frogs.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
2325,like,sign/like/242/1,I like to drink a big glass of milk after exercising.,"['FOND (as in ""admire or fond of"")']",Synset('wish.v.02')
